Month,Year,Open,High,Low,Close,Volume
January,2021,541.287,548.1115,531.3665,539.2045,234.67799999999997
January,2022,692.5785,703.7455,685.341,694.231,85.054
January,2023,770.2595238095239,775.6147619047618,760.0257142857143,767.7252380952381,68.8295238095238
January,2024,1073.6414285714286,1090.7204761904763,1064.671904761905,1078.987619047619,58.12
January,2025,1601.273043478261,1616.4439130434782,1583.1817391304348,1601.2408695652175,44.068695652173915
January,2026,2033.6238095238095,2046.1666666666667,2012.242857142857,2028.2666666666667,56.16238095238094
February,2021,566.268,573.809,556.0895,562.947,311.0875
February,2022,693.1375,700.0985,683.2375,692.76,62.0755
February,2023,761.3645,767.2484999999999,752.076,759.083,45.2915
February,2024,1117.1333333333332,1127.54,1101.9576190476191,1113.7828571428572,56.72857142857143
February,2025,1650.1689999999999,1665.187,1626.983,1644.3865,67.0155
February,2026,1999.5400000000002,2012.3,1973.3849999999998,1989.9099999999999,72.089
March,2021,509.32,513.057619047619,499.71714285714285,505.7938095238095,186.78714285714287
March,2022,687.2352380952382,697.2323809523809,679.5890476190476,689.8038095238095,71.95619047619047
March,2023,746.3666666666667,752.3804761904762,738.7419047619047,744.6557142857143,46.416666666666664
March,2024,1179.9327777777778,1196.5705555555555,1169.568888888889,1184.4177777777777,73.38611111111112
March,2025,1646.091052631579,1665.3747368421052,1627.2094736842105,1649.8231578947368,63.554736842105264
March,2026,1834.715789473684,1857.8947368421052,1814.4368421052634,1836.2736842105262,112.75105263157894
April,2021,511.29,517.7957894736843,506.29842105263157,512.1731578947368,95.0057894736842
April,2022,733.5484210526316,741.311052631579,725.2342105263158,732.2352631578947,59.497894736842106
April,2023,756.2235294117646,761.224705882353,748.7117647058824,755.6611764705882,41.538823529411765
April,2024,1239.9315000000001,1255.4815,1227.9515,1242.8625,71.888
April,2025,1784.228947368421,1805.3057894736842,1762.4715789473685,1782.3636842105266,68.50368421052632
April,2026,1837.9650000000001,1858.1599999999999,1819.77,1841.22,93.2975
May,2021,523.3645,529.024,516.8489999999999,522.0939999999999,127.5635
May,2022,687.5452380952381,696.1438095238095,677.6319047619048,685.5647619047619,83.34142857142858
May,2023,786.1727272727272,793.9472727272728,778.6445454545454,786.4813636363637,72.94227272727272
May,2024,1309.8395238095238,1324.8995238095238,1296.2204761904763,1311.3371428571427,67.73761904761905
May,2025,1834.2757142857142,1849.8642857142859,1819.502857142857,1833.34,109.9047619047619
May,2026,1854.1809523809525,1872.8809523809523,1835.7333333333333,1851.3238095238096,108.77666666666667
June,2021,515.5118181818182,518.6077272727273,509.5945454545454,513.6040909090909,81.66772727272728
June,2022,656.5777272727272,664.9113636363636,649.0118181818182,657.4504545454546,61.705
June,2023,825.4495238095237,831.8485714285714,818.9699999999999,826.1285714285715,46.17761904761905
June,2024,1398.1773684210525,1414.69,1365.8468421052632,1391.4868421052631,120.1021052631579
June,2025,1877.1214285714286,1895.5833333333333,1864.3995238095238,1882.7828571428572,64.00952380952381
June,2026,1840.0272727272727,1856.7636363636366,1824.0181818181818,1841.0954545454545,69.55363636363637
July,2021,514.8661904761905,521.1795238095239,508.8290476190476,515.5671428571428,113.21523809523809
July,2022,659.5638095238095,664.6504761904762,650.5909523809523,657.26,64.12619047619049
July,2023,865.0585714285714,872.6780952380954,858.7800000000001,866.0657142857143,51.194761904761904
July,2024,1433.605,1446.1431818181818,1417.885909090909,1433.3768181818182,52.996818181818185
July,2025,1950.14,1962.5960869565217,1931.6121739130435,1945.9721739130434,48.69521739130435
July,2026,1845.6,1887.0,1845.6,1871.0,43.07
August,2021,583.342380952381,596.2709523809524,575.8871428571429,586.9228571428571,217.5038095238095
August,2022,701.7,709.731,694.2810000000001,703.2435,81.834
August,2023,859.1463636363637,865.0081818181818,850.8268181818181,858.0945454545455,43.55954545454545
August,2024,1474.01,1489.2742857142857,1458.4871428571428,1474.8128571428572,72.4395238095238
August,2025,1902.0526315789473,1916.1263157894737,1887.8,1899.4473684210527,95.93
September,2021,673.9733333333334,683.5266666666666,665.2809523809524,672.8461904761905,240.01
September,2022,752.0368181818183,762.2390909090908,743.5095454545454,754.755,134.08409090909092
September,2023,886.5364999999999,895.432,880.1975,889.6469999999999,50.703
September,2024,1627.9104761904764,1647.9923809523807,1615.7738095238096,1632.602380952381,66.20238095238095
September,2025,1914.0318181818182,1927.1772727272728,1900.290909090909,1912.8818181818183,46.83954545454546
October,2021,678.4694999999999,686.1055,667.0335,675.0765,105.513
October,2022,779.271052631579,786.0815789473684,772.0726315789474,778.6478947368421,50.300526315789476
October,2023,920.0645000000001,928.451,915.2565000000001,922.1754999999999,44.364
October,2024,1666.6095454545457,1682.4568181818183,1648.2486363636365,1663.07,43.99136363636364
October,2025,1980.8809523809523,2004.795238095238,1971.7714285714285,1990.242857142857,47.82285714285714
November,2021,714.7635,724.0020000000001,704.117,712.987,121.479
November,2022,818.0585714285714,826.2761904761904,810.9990476190476,818.8295238095237,57.71666666666666
November,2023,937.39,944.757,932.3729999999999,940.7325000000001,41.61
November,2024,1558.1457894736843,1578.3452631578948,1539.4963157894738,1556.77,58.70894736842106
November,2025,2103.0157894736844,2120.9,2088.705263157895,2105.878947368421,130.09684210526316
December,2021,678.74,684.4734782608696,669.6547826086957,675.5939130434782,79.77739130434782
December,2022,814.0854545454546,819.3390909090908,803.07,811.5113636363636,42.06909090909091
December,2023,991.741,1000.1854999999999,982.4195,991.3815000000001,56.69350000000001
December,2024,1596.9461904761906,1612.1157142857144,1577.635238095238,1592.5861904761903,64.66095238095238
December,2025,2097.3818181818183,2113.163636363636,2081.768181818182,2096.718181818182,45.83318181818182
