Month,Year,Open,High,Low,Close,Volume
January,2021,688.3705,696.0184999999999,679.518,686.665,30.176
January,2022,641.8705,646.3489999999999,634.9725000000001,640.4765,20.5125
January,2023,589.2295238095238,595.8061904761905,582.4814285714286,588.7604761904762,37.74904761904762
January,2024,615.33,620.4019047619048,607.2895238095238,611.7609523809524,47.02761904761905
January,2025,616.3586956521739,622.445652173913,608.145652173913,615.3895652173914,34.74130434782609
January,2026,738.4257142857143,746.7904761904762,732.8985714285715,739.3552380952381,26.07428571428572
February,2021,689.5695,699.9055000000001,678.9354999999999,688.5435,47.399
February,2022,582.568,588.2555,571.4095,578.3865,40.361000000000004
February,2023,499.39799999999997,505.30600000000004,488.271,494.88149999999996,65.24600000000001
February,2024,577.6119047619047,585.754761904762,570.5647619047619,578.1190476190476,45.9847619047619
February,2025,620.6885,628.4045,611.269,620.1455,30.861
February,2026,715.545,722.7265,708.931,715.432,28.427
March,2021,691.5442857142857,697.8985714285714,681.5928571428572,688.187619047619,25.33238095238095
March,2022,514.3352380952381,522.8771428571429,506.4428571428571,514.9185714285715,68.89
March,2023,478.7495238095238,485.03523809523807,473.3433333333333,479.0738095238095,42.257619047619045
March,2024,613.3772222222221,622.4305555555555,606.3588888888888,614.9222222222222,54.31333333333333
March,2025,638.8515789473685,647.6178947368421,633.9326315789473,642.4284210526315,27.12263157894737
March,2026,639.3763157894737,646.5942105263157,630.5631578947368,637.2852631578947,35.75315789473684
April,2021,677.0863157894737,684.4142105263157,666.9499999999999,674.448947368421,35.275263157894734
April,2022,551.1457894736842,561.1247368421053,542.8726315789473,552.3926315789473,56.97210526315789
April,2023,518.1176470588235,523.7964705882354,510.9647058823529,516.3476470588236,47.74941176470588
April,2024,607.817,611.932,599.55,605.018,54.125
April,2025,694.5394736842105,705.6584210526316,687.37,698.22,35.207368421052635
April,2026,597.8245,605.597,588.7225000000001,597.1665,52.7765
May,2021,657.963,663.063,652.259,656.2535,27.7865
May,2022,553.9290476190477,563.6476190476191,548.3680952380952,555.6514285714286,37.862857142857145
May,2023,553.1572727272728,559.6818181818181,547.9768181818182,554.6154545454546,25.704090909090908
May,2024,557.7071428571429,562.3290476190476,550.0580952380952,554.7995238095237,64.77857142857142
May,2025,743.8438095238095,752.2038095238096,738.2966666666666,745.8042857142857,25.11714285714286
May,2026,606.8404761904761,612.5457142857143,600.5385714285715,606.2009523809523,54.05333333333333
June,2021,681.0363636363636,687.7995454545454,674.925909090909,681.3231818181819,44.59136363636364
June,2022,570.3031818181818,577.19,562.5927272727272,569.22,28.703181818181818
June,2023,600.7128571428572,610.4861904761905,593.2261904761905,602.812380952381,67.77142857142857
June,2024,571.9668421052631,579.1452631578948,564.4768421052631,572.7457894736842,63.558947368421045
June,2025,764.5471428571428,774.1204761904762,758.632380952381,767.5614285714286,31.69285714285714
June,2026,577.2372727272727,582.7454545454545,570.8286363636363,576.0777272727273,27.363636363636363
July,2021,669.4804761904762,673.624761904762,663.1209523809524,667.017619047619,33.87952380952381
July,2022,536.7847619047619,542.5995238095238,529.47,535.3985714285714,45.30571428571429
July,2023,655.8419047619047,662.8242857142857,647.7690476190476,654.42,42.434761904761906
July,2024,634.2468181818182,645.2627272727273,628.3809090909091,639.8045454545454,58.365
July,2025,766.7326086956521,774.4369565217391,759.0239130434783,765.4369565217391,27.02913043478261
July,2026,574.8,575.5,564.8,569.95,68.4
August,2021,666.9638095238095,672.2252380952381,662.1942857142857,668.125238095238,28.76047619047619
August,2022,550.187,557.443,544.5825,550.5335,43.234
August,2023,628.9618181818182,634.9145454545455,624.1686363636363,629.4681818181817,25.273636363636363
August,2024,704.037619047619,714.557619047619,696.2109523809524,707.0647619047619,46.32666666666667
August,2025,768.1210526315789,776.327894736842,762.1815789473684,768.9752631578948,22.192631578947367
September,2021,723.8295238095238,731.9714285714285,715.8566666666667,723.71,46.88047619047619
September,2022,552.6254545454545,557.8818181818182,545.0645454545455,549.6827272727273,37.81181818181818
September,2023,642.3815,648.521,635.732,641.8715,28.0985
September,2024,719.1995238095238,725.875238095238,710.9647619047619,717.6447619047619,33.9752380952381
September,2025,770.6631818181818,777.755,762.1831818181818,768.3127272727273,28.69363636363636
October,2021,697.568,702.3855,688.4555,694.1215,26.1955
October,2022,524.6515789473684,528.9915789473685,519.138947368421,523.5368421052631,23.74157894736842
October,2023,619.479,625.485,612.3734999999999,618.9605,30.397000000000002
October,2024,717.6240909090909,726.5022727272727,708.1254545454545,717.3686363636364,31.044545454545457
October,2025,746.3147619047619,753.415238095238,738.8404761904761,745.8852380952382,31.173809523809524
November,2021,688.5255,693.6975,680.1225000000001,686.549,26.811
November,2022,539.6457142857142,545.8885714285714,535.8733333333333,541.1671428571428,36.215714285714284
November,2023,635.7205,642.5640000000001,631.3805,637.675,23.865000000000002
November,2024,691.3852631578948,698.7663157894737,680.0215789473684,688.3636842105263,32.63842105263158
November,2025,757.6447368421053,765.4347368421053,752.2905263157895,760.1621052631579,23.294736842105266
December,2021,656.3939130434783,660.1447826086957,648.6347826086957,653.6417391304348,18.66913043478261
December,2022,572.1654545454545,576.3313636363636,566.7477272727273,570.8454545454546,25.546363636363637
December,2023,665.0314999999999,669.2165,654.464,660.3295,38.2635
December,2024,627.5628571428572,632.9071428571428,621.0914285714285,626.2371428571429,39.28523809523809
December,2025,758.1436363636363,764.3345454545455,751.235909090909,758.2231818181818,24.680000000000003
