Month,Year,Open,High,Low,Close,Volume
January,2021,793.7864999999999,804.048,782.365,792.387,44.72
January,2022,877.231,884.847,866.5255,876.2425,22.5775
January,2023,1028.2480952380952,1036.3395238095238,1013.9414285714286,1023.4495238095237,12.981428571428571
January,2024,1283.1314285714284,1295.6238095238095,1265.1157142857144,1282.1761904761904,19.145238095238096
January,2025,1434.381304347826,1449.157391304348,1417.9882608695652,1431.6465217391305,14.94391304347826
January,2026,1408.2747619047618,1417.997142857143,1391.5123809523811,1403.4661904761906,23.00047619047619
February,2021,792.9095,804.2015,780.107,789.6375,54.883
February,2022,895.0235,906.8275,886.5709999999999,897.4985,23.0255
February,2023,970.2965,976.982,957.969,966.492,16.6555
February,2024,1402.0504761904763,1416.7880952380951,1385.5133333333333,1403.5066666666667,14.38
February,2025,1431.054,1445.5125,1411.4,1428.5715,16.823500000000003
February,2026,1327.2635,1336.536,1312.2334999999998,1324.876,15.870500000000002
March,2021,758.9104761904762,767.6933333333334,748.9095238095239,757.9566666666667,35.29714285714286
March,2022,964.2647619047619,981.1457142857143,952.9476190476191,967.5657142857143,38.27809523809524
March,2023,850.4171428571428,855.8528571428571,841.4742857142857,848.1928571428571,25.415238095238095
March,2024,1434.0494444444444,1448.4161111111111,1414.3716666666667,1431.7494444444446,16.342222222222222
March,2025,1438.1568421052632,1452.5263157894738,1427.4147368421054,1440.985263157895,12.481052631578947
March,2026,1276.2684210526315,1289.111052631579,1262.8431578947368,1274.2294736842105,14.935263157894736
April,2021,854.2121052631578,867.8194736842105,840.4731578947368,853.8178947368422,91.22263157894737
April,2022,966.8815789473684,976.5347368421053,953.0747368421054,963.9657894736841,19.42736842105263
April,2023,876.5076470588235,881.6264705882353,867.4005882352941,875.1658823529411,22.21470588235294
April,2024,1382.701,1391.1785,1363.6675,1374.0945,15.2685
April,2025,1454.7373684210527,1476.7563157894735,1437.2926315789475,1459.7305263157896,15.517894736842107
April,2026,1232.067,1244.7325,1217.6309999999999,1234.463,21.336000000000002
May,2021,870.55,879.597,858.8745000000001,868.2215,77.9505
May,2022,914.4890476190476,926.3747619047618,904.3328571428572,915.7647619047619,21.75047619047619
May,2023,900.6095454545455,907.0109090909092,890.7077272727273,900.7790909090909,23.162272727272725
May,2024,1391.432380952381,1407.6076190476192,1371.1533333333334,1388.7,28.274285714285714
May,2025,1464.55,1477.4285714285713,1448.5995238095238,1462.4109523809525,21.703333333333333
May,2026,1362.4419047619047,1379.6757142857143,1351.7376190476189,1365.8061904761905,21.184285714285714
June,2021,915.3663636363636,923.5290909090909,907.2936363636363,915.2445454545455,29.276363636363634
June,2022,913.6081818181818,926.225,902.0977272727273,912.2477272727273,15.316818181818183
June,2023,951.5899999999999,959.6128571428571,943.3995238095238,953.702857142857,16.18
June,2024,1476.9815789473685,1485.8731578947368,1457.4447368421054,1471.6347368421054,18.622631578947367
June,2025,1470.7795238095237,1483.0809523809523,1460.6042857142857,1471.9590476190476,12.295238095238094
June,2026,1395.1000000000001,1409.9572727272728,1383.2649999999999,1395.7445454545455,16.822727272727274
July,2021,912.9190476190475,920.5580952380953,902.647619047619,909.4390476190476,21.08904761904762
July,2022,916.4580952380952,926.18,906.0899999999999,917.1104761904762,13.03047619047619
July,2023,1013.4404761904761,1027.1357142857141,1003.6223809523809,1016.9114285714286,19.766190476190474
July,2024,1464.1481818181817,1479.6545454545455,1450.094090909091,1466.2004545454545,18.14363636363636
July,2025,1486.9239130434783,1499.6917391304348,1474.9965217391305,1490.2017391304348,16.85391304347826
July,2026,1468.0,1472.1,1446.0,1456.7,7.53
August,2021,877.3380952380952,884.7404761904761,867.3957142857143,877.2580952380952,28.094761904761906
August,2022,987.2085,999.7549999999999,978.3025,989.8950000000001,15.882
August,2023,1191.239090909091,1206.4722727272726,1179.1613636363636,1193.4236363636364,21.30318181818182
August,2024,1537.3204761904763,1556.8328571428572,1527.9685714285715,1544.7442857142858,15.559999999999999
August,2025,1526.3484210526315,1541.2726315789473,1513.3494736842106,1529.2894736842106,14.603684210526318
September,2021,916.4204761904763,926.89,906.712380952381,917.6542857142858,23.327142857142857
September,2022,1019.6340909090909,1035.1495454545454,1010.0268181818182,1023.4536363636363,18.49909090909091
September,2023,1193.228,1202.551,1179.0295,1186.075,16.1675
September,2024,1612.6976190476191,1628.4166666666667,1597.847142857143,1611.9933333333333,14.282380952380953
September,2025,1539.796818181818,1550.8731818181818,1525.3268181818182,1534.9913636363635,10.93409090909091
October,2021,885.9765,892.9309999999999,871.945,879.4784999999999,25.404999999999998
October,2022,1091.6721052631578,1103.0847368421053,1083.58,1091.503157894737,14.655789473684209
