Month_Number,Month,Year,Open,High,Low,Close,Volume
7,July,2025,5433.949130434783,5476.754782608696,5357.71347826087,5400.021739130435,11.733478260869566
8,August,2025,5359.527894736842,5431.553157894737,5301.665789473684,5354.796842105263,10.69157894736842
9,September,2025,5162.713636363636,5200.701363636364,5084.395454545454,5117.732727272727,9.59
10,October,2025,4739.344761904762,4783.607619047619,4687.440952380952,4736.819523809524,8.652380952380952
11,November,2025,4419.526842105263,4449.982105263158,4364.235263157895,4394.696315789474,10.341052631578947
12,December,2025,4151.279090909091,4190.276363636363,4102.591818181819,4147.757272727273,7.602727272727273
1,January,2026,2652.1042857142857,2676.0138095238094,2607.0685714285714,2641.3290476190477,16.624761904761904
2,February,2026,2705.611,2739.934,2662.787,2706.8235,14.052000000000001
3,March,2026,2390.403684210526,2425.993684210526,2349.337894736842,2381.8173684210524,13.864736842105264
4,April,2026,2682.4015,2733.568,2645.9245,2694.505,25.247
5,May,2026,2779.7909523809526,2811.6514285714284,2748.754761904762,2781.417142857143,9.618095238095238
6,June,2026,2962.2999999999997,3020.2240909090906,2929.4586363636367,2979.0495454545453,17.541363636363638
7,July,2026,3285.0,3296.7,3263.0,3290.3,6.83
