Month_Number,Month,Year,Open,High,Low,Close,Volume
1,January,2021,656.9644999999999,669.784,646.5705,659.1600000000001,189.34650000000002
2,February,2021,739.3555,755.73,725.548,740.832,208.07600000000002
3,March,2021,728.1785714285714,737.0914285714285,714.5452380952381,724.3657142857143,160.67857142857142
4,April,2021,675.5842105263158,686.2036842105264,663.6821052631578,677.2394736842105,195.55105263157895
5,May,2021,714.858,724.3140000000001,706.7565,715.7565000000001,133.32549999999998
6,June,2021,741.715,748.4395454545455,733.680909090909,741.3595454545455,74.53045454545455
7,July,2021,748.8861904761904,754.9942857142858,740.9957142857143,747.3709523809524,65.50809523809524
8,August,2021,746.2795238095239,755.4976190476191,740.047619047619,749.3947619047618,67.17571428571429
9,September,2021,792.5352380952381,800.2514285714285,783.3266666666667,791.067619047619,82.41428571428571
10,October,2021,794.7095,802.5015000000001,779.851,790.0925,113.9535
11,November,2021,718.388,723.1755,707.172,712.7735,121.09049999999999
12,December,2021,681.2886956521739,687.9943478260869,672.4347826086956,679.9952173913043,84.15739130434783
1,January,2022,726.8855,737.125,718.46,730.243,137.1065
2,February,2022,781.2945,792.3064999999999,771.729,781.8965000000001,98.8415
3,March,2022,717.1414285714285,727.0423809523809,704.1195238095238,715.3519047619047,128.0742857142857
4,April,2022,779.9121052631579,789.6973684210526,768.7757894736842,780.0978947368421,101.66105263157894
5,May,2022,671.8290476190476,680.6680952380952,662.2147619047619,669.7352380952382,99.94952380952381
6,June,2022,648.5318181818183,655.3009090909092,640.4213636363637,646.8704545454545,74.50545454545454
7,July,2022,683.0699999999999,692.2838095238095,677.1033333333334,685.5633333333333,87.18571428571428
8,August,2022,743.0640000000001,750.249,735.6265000000001,743.6600000000001,72.3815
9,September,2022,768.1627272727274,776.7813636363636,758.9595454545455,767.6609090909092,99.04
10,October,2022,818.301052631579,830.7589473684211,810.041052631579,822.7168421052633,128.70000000000002
11,November,2022,867.667619047619,874.3795238095239,860.9352380952381,867.1095238095238,97.11238095238096
12,December,2022,923.8213636363636,932.8504545454545,915.6272727272727,925.1736363636363,75.89545454545454
1,January,2023,927.1195238095237,933.7019047619049,912.9880952380952,923.6352380952382,93.92238095238095
2,February,2023,860.945,867.9129999999999,848.866,858.372,78.223
3,March,2023,843.3985714285714,851.6771428571429,834.8966666666668,843.4333333333333,106.52190476190476
4,April,2023,866.5182352941176,872.0258823529412,855.7135294117647,863.4223529411765,195.98411764705884
5,May,2023,900.2377272727273,908.0645454545454,894.4077272727274,901.8649999999999,111.97136363636363
6,June,2023,962.8638095238096,971.1304761904763,955.917619047619,964.3914285714286,104.82380952380953
7,July,2023,967.0838095238095,975.3066666666666,956.152380952381,963.8590476190477,95.20095238095239
8,August,2023,954.5404545454545,962.7459090909091,947.7131818181817,955.4404545454545,103.02727272727272
9,September,2023,1002.412,1013.4010000000001,995.3765,1006.0049999999999,92.092
10,October,2023,997.0955,1005.924,985.8625,994.5795,85.2255
11,November,2023,1008.8635,1018.2299999999999,1002.1584999999999,1012.1424999999999,74.4135
12,December,2023,1113.9,1123.283,1100.738,1111.7755,95.8995
1,January,2024,1093.0342857142857,1109.6290476190475,1082.597619047619,1095.8490476190477,106.41428571428571
