Month_Number,Month,Year,Open,High,Low,Close,Volume
1,January,2021,242.3145,246.6975,237.09099999999998,241.823,146.9565
2,February,2021,279.89,288.9555,276.721,284.1665,232.43200000000002
3,March,2021,323.8880952380952,328.8438095238095,317.0414285714286,322.6495238095238,144.05809523809526
4,April,2021,343.1126315789474,352.1331578947368,336.8321052631579,344.2815789473684,195.97842105263157
5,May,2021,376.9565,384.069,368.8935,376.835,244.7235
6,June,2021,370.36863636363637,374.4509090909091,364.6918181818182,369.1618181818182,118.92727272727274
7,July,2021,382.39666666666665,389.8095238095238,378.0128571428571,385.0238095238095,117.48761904761903
8,August,2021,422.1928571428571,429.1695238095238,415.64666666666665,422.09285714285716,131.97714285714287
9,September,2021,457.92809523809524,464.4685714285714,450.82333333333327,457.6114285714286,109.05857142857143
10,October,2021,480.4285,488.28999999999996,469.94449999999995,478.30100000000004,105.71099999999998
11,November,2021,442.3095,448.593,432.88800000000003,438.8755,101.1185
12,December,2021,435.9834782608696,442.30217391304353,430.6760869565217,437.08,78.39086956521739
1,January,2022,478.163,484.57349999999997,472.32700000000006,478.23,71.3065
2,February,2022,509.9495,520.217,503.695,513.234,105.43299999999999
3,March,2022,581.2290476190476,591.6866666666667,571.0738095238095,580.1866666666667,146.4061904761905
4,April,2022,530.7847368421053,535.5589473684211,519.967894736842,526.0773684210526,119.54684210526315
5,May,2022,415.30619047619047,422.0380952380952,403.4009523809524,412.0,154.7290476190476
6,June,2022,354.0368181818182,359.4645454545455,345.7113636363636,351.37954545454545,134.495
7,July,2022,351.8671428571429,358.67619047619047,346.9338095238095,354.7038095238095,129.31095238095236
8,August,2022,418.2255,424.9045,412.51450000000006,418.9415,110.9165
9,September,2022,404.6240909090909,410.74409090909097,397.64045454545453,403.2331818181818,107.16
10,October,2022,392.23315789473685,396.9315789473684,386.281052631579,391.18684210526317,75.45315789473685
11,November,2022,423.26190476190476,429.98285714285714,418.8780952380953,425.2504761904762,94.74142857142859
12,December,2022,452.41499999999996,459.33363636363634,446.1504545454545,453.0709090909091,70.35545454545455
1,January,2023,474.35095238095244,479.6352380952381,467.0242857142857,472.6133333333333,70.68666666666667
2,February,2023,430.729,434.134,421.8565,426.724,65.9085
3,March,2023,393.4557142857143,398.6338095238095,387.88904761904763,392.8109523809524,72.56904761904762
4,April,2023,412.10117647058826,416.33,408.78882352941173,413.8723529411765,48.47705882352941
5,May,2023,413.6777272727273,416.80181818181813,407.8781818181818,411.9359090909091,62.76454545454545
6,June,2023,412.2895238095238,415.82047619047614,408.1804761904762,411.39571428571423,53.046190476190475
7,July,2023,427.9971428571429,432.85999999999996,424.6114285714286,428.9380952380953,54.90714285714286
8,August,2023,448.99818181818176,453.64363636363635,443.44272727272727,448.2777272727273,53.05136363636364
9,September,2023,473.88149999999996,480.4905,467.9705,474.3625,68.6745
10,October,2023,467.938,472.57849999999996,462.017,466.24750000000006,53.605999999999995
11,November,2023,487.25249999999994,492.9705,483.11050000000006,488.11199999999997,55.645
12,December,2023,541.467,548.8104999999999,535.8855,543.885,59.592
1,January,2024,571.452380952381,577.1304761904762,563.5704761904761,569.0785714285714,51.037619047619046
2,February,2024,537.2576190476191,542.1242857142857,526.665238095238,532.6280952380953,103.94571428571429
3,March,2024,526.0627777777777,532.9794444444445,519.735,527.1944444444445,66.37555555555555
4,April,2024,598.5685000000001,605.582,590.7355,599.017,88.154
5,May,2024,652.2852380952381,660.6566666666668,641.2371428571429,650.795238095238,104.90571428571428
6,June,2024,672.2105263157895,681.4184210526316,658.2921052631579,670.7884210526315,91.12894736842105
7,July,2024,675.0563636363636,680.7990909090909,665.0,672.3422727272728,54.84909090909091
8,August,2024,653.1161904761905,661.5409523809524,644.4180952380952,652.4461904761904,72.29523809523809
