Month,Year,Open,High,Low,Close,Volume
January,2021,324.5895,327.93449999999996,319.5965,322.873,8.472
January,2022,307.59250000000003,312.09450000000004,303.3895,306.873,21.532
January,2023,300.23238095238094,304.0695238095238,295.66190476190474,300.0657142857143,21.06809523809524
January,2024,633.572380952381,643.9157142857142,620.0461904761904,633.2233333333334,26.901904761904763
January,2025,1169.7030434782607,1188.635652173913,1141.9147826086958,1164.395652173913,23.49217391304348
January,2026,2357.5714285714284,2400.3333333333335,2304.7714285714283,2349.3714285714286,35.745714285714286
February,2021,295.1025,298.777,289.9975,292.596,15.5745
February,2022,271.7085,275.538,265.741,269.804,34.2045
February,2023,277.724,281.361,273.3175,276.9555,12.921000000000001
February,2024,727.182380952381,741.8947619047619,711.5828571428572,727.7419047619047,35.66238095238095
February,2025,1128.9205,1147.776,1100.9165,1121.9085,16.5485
February,2026,2395.1099999999997,2440.775,2346.46,2400.7799999999997,41.2365
March,2021,295.09809523809525,299.31,290.27714285714285,294.2142857142857,14.085714285714285
March,2022,267.2742857142857,272.3666666666667,262.1095238095238,267.147619047619,45.51047619047619
March,2023,290.7752380952381,294.22285714285715,287.7342857142857,291.2638095238095,10.644761904761904
March,2024,682.5727777777778,691.015,666.4633333333334,676.12,22.754444444444445
March,2025,989.1105263157893,1009.9352631578947,970.8242105263158,989.6426315789473,24.57578947368421
March,2026,2503.7000000000003,2551.1421052631576,2451.7999999999997,2502.1263157894737,40.416842105263164
April,2021,284.9815789473684,288.60315789473685,279.9942105263158,283.6484210526316,11.126315789473685
April,2022,273.52263157894737,277.2021052631579,269.7105263157895,273.1178947368421,15.65684210526316
April,2023,289.2370588235294,292.0429411764706,284.56823529411764,287.4123529411765,14.06235294117647
April,2024,752.2765,771.8104999999999,740.063,759.505,71.6845
April,2025,1120.2863157894735,1145.6457894736843,1102.1442105263159,1127.8315789473684,23.239473684210527
April,2026,2732.3900000000003,2778.05,2694.185,2747.4900000000002,30.8875
May,2021,295.3385,300.24850000000004,291.338,295.25300000000004,14.1855
May,2022,246.57714285714286,251.0861904761905,240.29666666666665,245.46761904761902,24.86571428571429
May,2023,270.2204545454545,274.4327272727273,267.5090909090909,270.6036363636363,20.33090909090909
May,2024,774.032380952381,780.9538095238095,755.4090476190477,765.5157142857142,22.714285714285715
May,2025,1249.8161904761905,1271.2119047619049,1229.6461904761904,1249.5038095238097,26.396190476190473
May,2026,3201.32380952381,3243.109523809524,3133.442857142857,3184.2761904761905,34.94428571428572
June,2021,294.5022727272727,296.9018181818182,290.44136363636363,293.11863636363637,7.780454545454545
June,2022,249.30590909090907,253.2368181818182,244.44409090909093,248.15,14.681818181818182
